id,file,reportedtime,occurrencetype,occurrencetypeid,crimetype,crimetypeid,crimecategory,crimecategoryid,location,locationid,neighbourhood,neighbourhoodid,lat,long
4201201517154,2015-17154,6/20/2015 10:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,16XX BOWEN RD,20551,Northfield,5,49.178122,-123.973326
420120158918,2015-8918,4/6/2015 9:55:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,16XX BOWEN RD,20551,Northfield,5,49.178122,-123.973326
4201201513472,2015-13472,5/21/2015 4:30:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,19XX EAST WELLINGTON RD,20736,Northfield,5,49.179954,-123.984312
420120158911,2015-8911,4/6/2015 8:11:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,19XX EAST WELLINGTON RD,20736,Northfield,5,49.179954,-123.984312
4201201518285,2015-18285,6/29/2015 10:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,1XX 10TH ST,20785,Harewood,10,49.133471,-123.926661
4201201512231,2015-12231,5/9/2015 7:45:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,1XX 10TH ST,20785,Harewood,10,49.133471,-123.926661
4201201511123,2015-11123,4/28/2015 12:12:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,1XX 10TH ST,20785,Harewood,10,49.133471,-123.926661
420120159606,2015-9606,4/13/2015 12:57:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,1XX NICOL ST,20971,South End,6,49.158916,-123.934058
4201201513895,2015-13895,5/25/2015 6:56:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,23XX BOWEN RD,21285,Diver Lake,13,49.195553,-123.994984
4201201513366,2015-13366,5/19/2015 10:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,2XX EATON ST,21675,South End,6,49.149405,-123.930677
420120158307,2015-8307,3/31/2015 10:33:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,3XX WAKESIAH AVE,22393,University District,19,49.159922,-123.961118
4201201511143,2015-11143,4/28/2015 3:34:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,44XX WELLINGTON RD,22525,Diver Lake,13,49.207307,-124.022783
420120155997,2015-5997,2/26/2015 5:18:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,47XX UPLANDS DR,22573,Rutherford,12,49.22198,-124.030492
420120158315,2015-8315,3/31/2015 9:37:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,5XX TOWNSITE RD,23432,Townsite,17,49.177008,-123.954217
4201201518025,2015-18025,6/28/2015 6:59:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,9XX HECATE ST,24282,Downtown,2,49.15678,-123.939805
4201201515589,2015-15589,6/9/2015 3:40:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,9XX OLD VICTORIA RD,24306,Chase River,8,49.140136,-123.928921
4201201511391,2015-11391,5/1/2015 5:30:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,XX FRONT ST,25559,Downtown,2,49.169009,-123.937177
4201201515375,2015-15375,6/7/2015 9:37:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,XX NICOL ST,25605,South End,6,49.16247,-123.934231
4201201514752,2015-14752,6/1/2015 4:40:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,6XX GEORGIA AVE,25853,Harewood,10,49.154188,-123.952451
4201201517202,2015-17202,6/20/2015 5:30:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,41XX MOSTAR RD,26531,Diver Lake,13,49.209694,-124.035163
4201201513235,2015-13235,5/19/2015 9:00:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,41XX MOSTAR RD,26531,Diver Lake,13,49.209694,-124.035163
4201201513899,2015-13899,5/25/2015 6:10:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,25XX MCCULLOUGH RD,26632,Northfield,5,49.196917,-123.982662
4201201514801,2015-14801,6/2/2015 5:10:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,9XX 5TH ST,26668,Westwood,18,49.154348,-123.971329
4201201514003,2015-14003,5/26/2015 8:06:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,9XX 5TH ST,26668,Westwood,18,49.154348,-123.971329
4201201513996,2015-13996,5/26/2015 3:16:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,9XX 5TH ST,26668,Westwood,18,49.154348,-123.971329
420120157163,2015-7163,3/18/2015 10:19:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,9XX 5TH ST,26668,Westwood,18,49.154348,-123.971329
420120158689,2015-8689,4/3/2015 2:30:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,7XX NICOL ST,26716,South End,6,49.150538,-123.93375
4201201514330,2015-14330,5/29/2015 6:18:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,5XX BOWEN RD,26752,University District,19,49.170985,-123.952636
4201201512546,2015-12546,5/11/2015 10:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,5XX BOWEN RD,26752,University District,19,49.170985,-123.952636
4201201513909,2015-13909,5/25/2015 9:41:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,3XX WESTWOOD RD,26789,Westwood,18,49.163841,-123.996683
420120159407,2015-9407,4/11/2015 7:24:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,17XX BOWEN RD,26852,Northfield,5,49.181269,-123.979348
420120159768,2015-9768,4/15/2015 3:30:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,66XX MARY ELLEN DR,26936,Dover,11,49.238461,-124.054878
4201201512836,2015-12836,5/14/2015 9:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,8XX OLD VICTORIA RD,26949,South End,6,49.143817,-123.934796
4201201510981,2015-10981,4/24/2015 6:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,8XX OLD VICTORIA RD,26949,South End,6,49.143817,-123.934796
420120159535,2015-9535,4/11/2015 7:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,8XX OLD VICTORIA RD,26949,South End,6,49.143817,-123.934796
4201201513165,2015-13165,5/16/2015 7:30:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,1XX NICOL ST,27142,South End,6,49.160501,-123.934241
4201201513067,2015-13067,5/17/2015 10:15:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,8XX BRUCE AVE,27195,Harewood,10,49.1447,-123.949655
420120156451,2015-6451,3/9/2015 11:39:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,XX CLIFF ST,27223,Downtown,2,49.169477,-123.939452
420120155019,2015-5019,3/13/2015 7:25:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,XX ESPLANADE,27224,South End,6,49.160986,-123.930667
420120156665,2015-6665,2/28/2015 10:21:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,XX ESPLANADE,27224,South End,6,49.160986,-123.930667
4201201510985,2015-10985,4/27/2015 9:13:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,1XX FRY ST,27235,South End,6,49.158946,-123.929971
420120156402,2015-6402,3/8/2015 12:45:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,40XX OLD SLOPE PL,27364,Diver Lake,13,49.206671,-124.033828
4201201514091,2015-14091,5/27/2015 1:30:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,68XX ISLAND HWY N,27373,Dover,11,49.239148,-124.050679
420120158537,2015-8537,4/2/2015 9:55:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,12XX NELSON ST,27387,Townsite,17,49.187214,-123.970524
4201201512635,2015-12635,5/12/2015 10:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,36XX SHENTON RD,27440,Diver Lake,13,49.204082,-124.007939
420120155607,2015-5607,3/10/2015 4:36:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,36XX SHENTON RD,27440,Diver Lake,13,49.204082,-124.007939
420120159397,2015-9397,4/11/2015 4:25:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,11XX FARQUHAR ST,27464,South End,6,49.156151,-123.930526
4201201513183,2015-13183,5/18/2015 2:42:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,23XX NORTHFIELD RD,27494,Northfield,5,49.189513,-124.001507
4201201518593,2015-18593,7/3/2015 5:32:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,43XX BOBAN DR,27506,Diver Lake,13,49.208628,-124.032847
4201201512248,2015-12248,5/9/2015 10:39:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,18XX FREMONT RD,27876,Northfield,5,49.193995,-123.981603
4201201516620,2015-16620,6/17/2015 7:33:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,20XX BOXWOOD RD,27886,Northfield,5,49.186255,-123.990016
4201201516613,2015-16613,6/17/2015 4:41:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,20XX BOXWOOD RD,27886,Northfield,5,49.186255,-123.990016
4201201514906,2015-14906,6/3/2015 6:21:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,20XX BOXWOOD RD,27886,Northfield,5,49.186255,-123.990016
420120156663,2015-6663,3/13/2015 7:25:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,20XX BOXWOOD RD,27886,Northfield,5,49.186255,-123.990016
4201201512643,2015-12643,5/12/2015 10:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,3XX WALLACE ST,27907,Downtown,2,49.165238,-123.939134
420120157245,2015-7245,3/19/2015 9:52:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,39XX VICTORIA AVE,27960,Rutherford,12,49.207494,-124.014533
4201201514205,2015-14205,5/28/2015 3:45:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,66XX MARY ELLEN DR,27971,Dover,11,49.23921,-124.054568
4201201514097,2015-14097,5/27/2015 12:00:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,67XX ISLAND HWY N,27973,Dover,11,49.237596,-124.047549
420120157926,2015-7926,3/27/2015 3:40:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,67XX ISLAND HWY N,27973,Dover,11,49.237596,-124.047549
420120158167,2015-8167,3/29/2015 1:41:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,40XX NORWELL DR,28027,Rutherford,12,49.207616,-124.0157
420120159404,2015-9404,4/11/2015 5:47:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,49XX WELLINGTON RD,28035,Diver Lake,13,49.212486,-124.029288
4201201510541,2015-10541,4/22/2015 10:49:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,6XX TRANS-CANADA HWY,28040,Newcastle/brechin,16,49.189334,-123.951762
420120159807,2015-9807,4/15/2015 12:51:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,25XX BOWEN RD,28059,Northfield,5,49.200855,-123.999848
4201201516051,2015-16051,6/12/2015 4:35:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,10XX FARQUHAR ST,28061,South End,6,49.156151,-123.930526
4201201510979,2015-10979,4/24/2015 6:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,3XX 10TH ST,28123,Harewood,10,49.136073,-123.936635
4201201512214,2015-12214,5/9/2015 3:15:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,65XX ISLAND HWY N,28220,Dover,11,49.234722,-124.044758
4201201513232,2015-13232,5/16/2015 7:40:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,1XX GAVA PL,28236,Diver Lake,13,49.204352,-124.010276
4201201513149,2015-13149,5/18/2015 5:48:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,36XX SHENTON RD,28240,Diver Lake,13,49.205328,-124.011486
4201201518376,2015-18376,7/1/2015 8:43:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,49XX JORDAN AVE,28241,Diver Lake,13,49.210867,-124.033476
4201201512437,2015-12437,5/10/2015 8:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,49XX JORDAN AVE,28241,Diver Lake,13,49.210867,-124.033476
4201201514004,2015-14004,5/26/2015 8:47:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,2XX  PRIDEAUX ST,28297,Downtown,2,49.166196,-123.944566
4201201513905,2015-13905,5/25/2015 9:14:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,24XX HAYES RD,28326,Diver Lake,13,49.203367,-124.004478
4201201514907,2015-14907,6/2/2015 7:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,19XX BOXWOOD RD,28353,Northfield,5,49.185469,-123.988644
4201201514710,2015-14710,6/1/2015 12:33:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,20XX TULSA RD,28354,Northfield,5,49.18751,-123.990846
4201201516638,2015-16638,6/17/2015 10:21:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,8XX MAUGHAN RD,28435,Duke Pt,9,49.143718,-123.882563
4201201516501,2015-16501,6/16/2015 10:21:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,35XX SHENTON RD,28449,Diver Lake,13,49.204082,-124.007939
4201201516531,2015-16531,6/16/2015 2:30:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,19XX ZORKIN RD,28456,Newcastle/brechin,16,49.190634,-123.950788
4201201518947,2015-18947,7/6/2015 8:10:00 AM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,22XX DORMAN RD,28490,Northfield,5,49.194996,-123.98533
4201201517909,2015-17909,6/24/2015 10:00:00 PM,Commercial Break and Enter,2120-01,Break and Enter,1,Property Crime,1,34XX SHENTON RD,28529,Diver Lake,13,49.202292,-124.006365
4201201518843,2015-18843,7/5/2015 9:10:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,1XX WAKESIAH AVE,21050,University District,19,49.168243,-123.962506
4201201511013,2015-11013,4/27/2015 7:00:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,1XX WAKESIAH AVE,21050,University District,19,49.168243,-123.962506
420120158148,2015-8148,3/29/2015 8:14:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,1XX WAKESIAH AVE,21052,University District,19,49.169595,-123.962126
420120155521,2015-5521,2/28/2015 8:18:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,23XX BOWEN RD,21285,Diver Lake,13,49.195553,-123.994984
4201201512484,2015-12484,5/11/2015 10:20:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,24XX PARVEEN PL,21394,Diver Lake,13,49.199657,-124.002387
420120156470,2015-6470,3/6/2015 6:06:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,28XX DEPARTURE BAY RD,21538,Departure Bay,3,49.205167,-123.970176
4201201518542,2015-18542,7/2/2015 7:05:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX HAREWOOD RD,21692,University District,19,49.156901,-123.954335
420120155644,2015-5644,2/28/2015 12:11:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,31XX BARONS RD,21853,Rutherford,12,49.208165,-124.002028
420120156968,2015-6968,3/16/2015 8:42:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,3XX 3RD ST,22231,University District,19,49.16251,-123.952426
420120156145,2015-6145,3/8/2015 4:53:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,3XX HOLLY AVE,22327,Townsite,17,49.174968,-123.949396
4201201510288,2015-10288,4/19/2015 9:41:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,47XX UPLANDS DR,22573,Rutherford,12,49.22198,-124.030492
420120159118,2015-9118,4/8/2015 1:09:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,4XX 3RD ST,22655,University District,19,49.162751,-123.953829
4201201515115,2015-15115,6/5/2015 4:22:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,4XX SELBY ST,22823,Downtown,2,49.162419,-123.940162
420120158628,2015-8628,4/1/2015 10:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,4XX WAKESIAH AVE,22846,University District,19,49.156134,-123.96111
4201201518917,2015-18917,7/5/2015 7:40:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,5XX 6TH ST,23284,Harewood,10,49.151338,-123.951042
420120158451,2015-8451,4/1/2015 11:10:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,XX VIEW ST,25665,South End,6,49.153718,-123.937624
4201201515180,2015-15180,6/5/2015 7:29:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,5XX SELBY ST,25880,Downtown,2,49.161235,-123.938392
420120155295,2015-5295,2/21/2015 8:22:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,1XX COLUMBIA ST,26128,South End,6,49.15245,-123.939977
420120159552,2015-9552,4/11/2015 9:00:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX ARDOON PL,26161,Diver Lake,13,49.204426,-124.019628
4201201516688,2015-16688,6/17/2015 2:55:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,10XX CHASE RIVER RD,26257,Chase River,8,49.13743,-123.923517
4201201512442,2015-12442,5/10/2015 5:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,10XX CHASE RIVER RD,26257,Chase River,8,49.13743,-123.923517
4201201514148,2015-14148,5/27/2015 4:36:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,21XX BOWEN RD,26275,Northfield,5,49.188872,-123.987962
420120155729,2015-5729,2/20/2015 3:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,21XX BOWEN RD,26275,Northfield,5,49.188872,-123.987962
4201201514769,2015-14769,6/1/2015 9:30:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,30XX MCCAULEY DR ,26353,Departure Bay,3,49.20674,-123.998696
4201201515147,2015-15147,6/5/2015 12:53:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,1XX FRONT ST ,26396,Downtown,2,49.166294,-123.935258
420120159436,2015-9436,4/10/2015 7:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,21XX NORTHFIELD RD,26569,Northfield,5,49.192007,-123.989766
4201201511825,2015-11825,5/5/2015 10:33:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX NICOL ST,26578,South End,6,49.15703,-123.93407
4201201510428,2015-10428,4/21/2015 10:05:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX NICOL ST,26578,South End,6,49.15703,-123.93407
420120159527,2015-9527,4/12/2015 9:00:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,6XX 1ST ST,26593,University District,19,49.170376,-123.960256
420120157132,2015-7132,3/18/2015 12:33:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,XX HALIBURTON ST,26615,South End,6,49.160911,-123.932827
4201201510855,2015-10855,4/25/2015 7:37:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,4XX MILTON ST,26657,Downtown,2,49.161126,-123.94234
4201201510066,2015-10066,4/17/2015 8:16:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,5XX ARBUTUS AVE,26660,Townsite,17,49.177767,-123.951233
420120159576,2015-9576,4/13/2015 9:00:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,7XX TERMINAL AVE N,26717,Newcastle/brechin,16,49.178769,-123.948133
420120159437,2015-9437,4/11/2015 1:30:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,7XX TERMINAL AVE N,26717,Newcastle/brechin,16,49.178769,-123.948133
4201201513137,2015-13137,5/18/2015 1:22:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,XX HOWARD AVE,26723,University District,19,49.169404,-123.955198
4201201512410,2015-12410,5/11/2015 4:05:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,1XX ACACIA AVE,26732,University District,19,49.168355,-123.959569
420120158431,2015-8431,4/1/2015 2:08:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,5XX 5TH ST,26750,Harewood,10,49.155147,-123.953135
4201201516372,2015-16372,6/15/2015 10:23:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,6XX ROSEHILL ST,26760,Townsite,17,49.176196,-123.956731
4201201514224,2015-14224,5/27/2015 5:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,9XX TERMINAL AVE N,26766,Newcastle/brechin,16,49.181007,-123.950918
420120157509,2015-7509,3/22/2015 4:09:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,4XX BRUCE AVE,26792,University District,19,49.158219,-123.949524
420120159571,2015-9571,4/13/2015 12:00:01 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,XX MILTON ST,26846,Downtown,2,49.169016,-123.94675
4201201517076,2015-17076,6/20/2015 7:54:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,16XX ESTEVAN RD,26851,Newcastle/brechin,16,49.186622,-123.957431
4201201512384,2015-12384,5/5/2015 12:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,16XX ESTEVAN RD,26851,Newcastle/brechin,16,49.186622,-123.957431
420120154794,2015-4794,2/20/2015 6:20:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,24XX CRYSTAL BROOK WAY,26859,Diver Lake,13,49.20184,-124.027508
420120157654,2015-7654,3/23/2015 10:27:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,6XX KENNEDY ST,26878,Downtown,2,49.157794,-123.937374
4201201517850,2015-17850,6/26/2015 12:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX HOWARD AVE,26915,University District,19,49.163292,-123.955235
4201201511390,2015-11390,5/1/2015 4:22:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,66XX MARY ELLEN DR,26936,Dover,11,49.238461,-124.054878
420120155097,2015-5097,3/7/2015 10:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,8XX OLD VICTORIA RD,26949,South End,6,49.143817,-123.934796
420120159222,2015-9222,4/9/2015 2:18:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,9XX BUFFER RD,26950,Harewood,10,49.140739,-123.941551
420120155688,2015-5688,3/1/2015 2:42:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,5XX VANCOUVER AVE,26989,Newcastle/brechin,16,49.178794,-123.946567
4201201517814,2015-17814,6/26/2015 12:12:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,6XX BOWEN RD,27055,University District,19,49.172336,-123.958643
4201201512498,2015-12498,5/11/2015 7:51:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,27XX JOANNA TERR,27095,Diver Lake,13,49.202271,-124.025329
420120159325,2015-9325,4/10/2015 2:27:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,27XX JOANNA TERR,27095,Diver Lake,13,49.202271,-124.025329
4201201514013,2015-14013,5/26/2015 10:34:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,6XX VICTORIA RD,27114,South End,6,49.152262,-123.936475
4201201513442,2015-13442,5/21/2015 6:00:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,8XX SHORT AVE,27119,Harewood,10,49.146941,-123.939664
4201201518523,2015-18523,7/1/2015 4:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,10XX BOWEN RD,27127,University District,19,49.176268,-123.966031
4201201513210,2015-13210,5/18/2015 6:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,10XX BOWEN RD,27127,University District,19,49.176268,-123.966031
420120155376,2015-5376,2/27/2015 5:46:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,25XX BATTERSEA RD,27152,Departure Bay,3,49.200392,-123.969103
420120154908,2015-4908,3/10/2015 11:31:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX WESTWOOD RD,27160,Westwood,18,49.167697,-123.992566
420120157150,2015-7150,3/17/2015 10:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,3XX BRUCE AVE,27166,University District,19,49.160258,-123.949515
4201201512066,2015-12066,5/7/2015 8:07:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,X FINLAYSON ST,27218,South End,6,49.159882,-123.934801
420120155003,2015-5003,2/22/2015 6:00:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,XX HONEY DR,27225,Harewood,10,49.149516,-123.945771
420120157614,2015-7614,3/23/2015 11:51:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,6XX PINE ST,27316,South End,6,49.155665,-123.937864
420120159067,2015-9067,4/7/2015 11:37:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,19XX BOWEN RD,27329,Northfield,5,49.185074,-123.983667
420120156618,2015-6618,3/12/2015 9:10:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,19XX BOWEN RD,27329,Northfield,5,49.185074,-123.983667
4201201513819,2015-13819,5/24/2015 7:42:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,1XX HALIBURTON ST,27330,South End,6,49.158921,-123.932726
420120155532,2015-5532,2/28/2015 7:54:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX 9TH ST,27407,Harewood,10,49.139867,-123.933947
4201201516155,2015-16155,6/13/2015 11:13:00 AM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,2XX LAMBERT AVE,27408,University District,19,49.163301,-123.958228
4201201512705,2015-12705,5/13/2015 7:37:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,26XX LABIEUX RD,27436,Diver Lake,13,49.200824,-124.01742
4201201511642,2015-11642,5/3/2015 8:28:00 PM,Residential Break and Enter,2120-02,Break and Enter,1,Property Crime,1,26XX LABIEUX RD,27436,Diver Lake,13,49.200824,-124.01742
